RowNumber,CreditScore,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,Loyalty_Score,Complain_score
5916,679,0,1,0,1,0,47,10,198546.1,2,1,0,191198.92,5,694,40.94,-1.4467381728933584
5920,645,1,0,0,1,0,49,8,0.0,2,1,0,162012.6,4,503,33.03,-3.53082645330995e-05
5922,508,1,0,0,1,0,54,10,0.0,1,1,1,175749.36,3,661,34.61,-1.1974848056157262e-05
5924,751,0,1,0,0,1,48,9,0.0,1,1,0,137508.42,3,702,31.52,1.8401070740939331
5948,656,0,1,0,0,1,45,7,145933.27,1,1,1,199392.14,1,409,21.59,5.514625125184026e-06
5951,834,0,0,1,0,1,57,8,112281.6,3,1,0,140225.14,3,597,32.97,-2.5705543668003576
5958,612,0,0,1,1,0,76,6,96166.88,1,1,1,191393.26,5,693,34.93,-0.0001802655862625321
5973,548,0,0,1,1,0,49,9,108437.89,1,0,0,127022.87,1,416,22.66,2.0699324254966442
5975,773,0,1,0,1,0,45,8,96877.21,1,1,1,113950.51,4,744,35.44,0.00015157420847183154
5976,614,0,1,0,1,0,44,6,0.0,2,0,1,104930.46,3,371,27.71,9.444173194789343e-05
5990,668,0,1,0,0,1,53,10,110240.04,1,0,0,183980.56,4,682,35.82,-0.3922557285522699
5994,597,0,1,0,1,0,45,7,0.0,2,0,0,167756.45,2,972,30.22,-1.9391178825457946e-05
6015,535,1,0,0,1,0,48,9,109472.47,1,1,0,157358.43,2,415,25.65,1.1614146956277722
6016,615,1,0,0,1,0,59,4,155766.05,1,1,1,110275.17,1,306,16.06,6.778106606280245e-05
6022,714,0,1,0,1,0,52,4,100755.66,1,1,1,186775.25,3,429,23.29,-1.7955233222824252e-05
6026,601,0,1,0,0,1,46,3,98202.76,1,0,0,137763.93,5,642,27.92,0.00010443196967514914
6028,850,0,0,1,1,0,44,3,140393.65,2,0,1,186285.52,5,414,29.64,-4.46319978807803e-05
6029,646,1,0,0,0,1,50,5,142644.64,2,1,1,142208.5,4,951,35.01,-0.15776438217130878
6030,659,0,1,0,0,1,44,9,23503.31,1,0,1,169862.01,4,275,32.25,1.2486501646362125
6042,775,0,1,0,1,0,45,8,0.0,1,1,0,130376.68,4,805,34.05,0.00012349422514074107
6047,593,0,0,1,1,0,69,2,187013.13,2,0,1,105898.69,1,952,21.52,-6.806344620542858e-05
6051,703,0,1,0,1,0,44,6,98862.54,1,1,0,151516.7,4,407,27.07,9.37900751641929e-05
6059,668,0,0,1,1,0,56,9,110993.79,1,1,0,134396.64,1,239,20.89,0.9170104411972789
6060,707,1,0,0,1,0,44,3,0.0,2,1,1,135077.01,2,682,23.32,4.2907221986661706e-05
6075,811,0,1,0,0,1,45,5,0.0,2,1,1,146123.19,3,372,26.22,1.759014915283199e-05
6099,570,0,0,1,0,1,57,5,86568.75,1,0,1,103660.31,5,307,29.57,9.195694775249545e-05
6100,532,0,0,1,1,0,52,9,137755.76,1,1,0,163191.99,2,401,25.51,0.44721343864909896
6105,736,0,0,1,1,0,50,9,116309.01,1,1,0,185360.4,1,760,26.1,-0.053374531777916415
6119,632,0,1,0,0,1,49,5,167962.7,1,0,0,140201.21,3,614,24.64,8.096351916178351e-05
6138,652,0,1,0,0,1,51,3,0.0,1,1,0,173989.47,1,673,16.23,0.20672287782760435
6145,693,1,0,0,0,1,46,3,151709.33,1,1,0,180736.24,1,695,16.45,3.09722557857609e-05
6167,773,0,1,0,1,0,64,2,145578.28,1,0,1,186172.85,1,630,16.3,-9.413346113749184e-05
6195,604,0,1,0,0,1,56,0,62732.65,1,0,1,124954.56,3,948,22.48,6.198914679527719e-05
6198,581,0,0,1,0,1,54,2,152508.99,1,1,0,187597.98,1,783,15.83,-0.6446255122017298
6204,599,1,0,0,0,1,49,2,0.0,2,1,0,111190.53,5,427,26.27,5.157034919435576e-05
6213,730,1,0,0,0,1,62,2,0.0,2,1,1,162889.1,3,540,23.4,-0.00012044862295944408
6232,631,0,0,1,1,0,48,1,106396.48,1,1,1,150661.42,1,336,11.86,1.3903923961685607
6243,698,0,0,1,1,0,52,8,96781.39,1,1,1,153373.71,1,629,25.29,3.9143572307177704e-05
6249,590,0,1,0,1,0,47,3,0.0,2,1,0,171774.5,1,398,15.48,-3.912790144678569e-05
6250,705,0,1,0,0,1,48,0,0.0,2,0,0,149772.61,1,587,12.87,-7.95041378813835e-06
6268,705,0,0,1,1,0,48,9,114169.16,1,0,0,173273.2,4,866,36.16,0.6172722441105223
6273,511,0,1,0,0,1,46,1,0.0,1,1,1,115779.48,1,773,16.23,2.840414915803112
6275,532,0,0,1,1,0,52,3,110791.97,1,1,0,148704.77,4,846,26.96,0.9425464787413984
6279,602,0,1,0,0,1,72,3,0.0,2,1,1,171260.66,3,219,21.69,-0.00019909953094600824
6299,714,0,1,0,0,1,52,2,0.0,1,0,1,144045.08,1,604,16.04,1.101866100697004
6302,766,0,0,1,0,1,45,6,97652.96,1,1,0,127332.33,2,883,25.83,0.00012869843873733754
6304,788,0,0,1,0,1,49,4,137455.99,1,1,0,184178.29,1,423,15.23,0.11572948343100138
6309,565,0,0,1,1,0,52,5,97720.35,2,1,0,175070.94,2,324,20.74,-1.5387381074570197
6316,559,1,0,0,1,0,67,9,125919.35,1,1,0,175910.95,1,770,26.2,-1.9179577323197892
6319,738,0,0,1,0,1,57,9,148384.64,1,0,0,155047.11,5,285,33.35,0.08226305587240286
6323,735,0,1,0,1,0,50,2,0.0,2,0,1,147075.69,3,863,26.630000000000003,-1.6208121784098656e-05
6326,743,0,0,1,1,0,59,5,108585.35,1,1,1,192127.22,5,431,30.81,-1.4429171702606822
6351,640,0,0,1,1,0,48,1,111599.32,1,0,1,135995.58,3,910,23.6,9.458690259781138e-05
6358,491,0,1,0,0,1,68,3,107571.61,1,0,1,113695.99,4,786,28.36,4.027281914309267e-06
6360,650,0,0,1,0,1,45,9,152367.21,3,1,0,150835.21,3,760,36.1,-1.3890862213863218
6366,743,1,0,0,0,1,48,5,118207.69,2,0,0,186489.14,2,947,26.97,-1.4143923733283297
6369,663,1,0,0,1,0,52,0,136298.65,1,1,0,144593.3,2,548,13.48,1.083121891715612
6374,597,0,1,0,1,0,67,2,0.0,2,0,1,108645.85,2,352,18.52,-5.989162179417211e-05
6376,524,1,0,0,0,1,64,5,0.0,1,1,0,136079.64,2,364,19.14,-0.17002468051736488
6402,556,0,1,0,0,1,46,10,0.0,2,0,0,109184.24,3,950,37.5,7.430203684602773e-05
6409,729,1,0,0,1,0,44,4,107726.93,2,1,0,153064.87,5,456,29.56,1.2157582298165304e-05
6411,689,1,0,0,0,1,63,1,0.0,2,1,1,186526.12,1,371,14.21,-0.00016728931190855976
6420,729,0,1,0,1,0,44,6,0.0,2,1,0,151733.43,3,807,30.07,1.443363405011644e-05
6427,743,1,0,0,1,0,45,7,157332.26,1,1,0,125424.42,2,775,26.25,0.00013195994650191205
6435,628,0,1,0,0,1,45,8,0.0,2,1,0,193903.06,2,684,28.84,-6.408792633047726e-05
6444,753,0,1,0,1,0,92,3,121513.31,1,0,1,195563.99,3,307,20.57,-0.0002903393223103617
6458,615,1,0,0,1,0,51,6,81818.49,1,1,1,169149.38,3,454,26.54,1.8609597641254916e-05
6463,467,0,1,0,1,0,57,1,0.0,2,1,1,114448.77,1,843,18.93,-5.471509064620117e-06
6480,648,1,0,0,1,0,49,5,0.0,1,1,0,149946.43,4,549,26.99,1.2861521926750101
6485,719,1,0,0,1,0,44,2,0.0,2,1,0,196582.19,5,660,28.6,-6.22338077954311e-05
6497,595,0,0,1,0,1,44,4,96553.52,2,1,0,143952.24,4,666,28.66,0.5547340510559128
6498,669,0,1,0,1,0,50,9,201009.64,1,1,0,158032.5,2,346,24.96,0.8809946423174829
6507,585,1,0,0,0,1,56,1,128472.8,1,1,0,186476.91,2,815,17.65,-0.8636678716831618
6511,619,1,0,0,1,0,46,8,62400.48,1,1,1,132498.39,5,862,39.62,2.268778085732915
6512,628,0,1,0,0,1,50,4,143054.56,1,0,1,109608.81,5,306,28.06,2.5366507019470794
6520,669,0,0,1,0,1,50,4,112650.89,1,0,0,166386.22,2,440,18.4,0.5953723128657423
6531,511,0,0,1,0,1,75,9,105609.17,1,0,1,105425.18,4,567,35.17,-2.6872053539779475e-05
6534,489,0,1,0,0,1,47,8,103894.38,2,1,1,107625.46,4,953,39.53,7.053271779101938e-05
6545,709,0,1,0,0,1,45,3,104118.5,1,0,1,174032.0,2,569,20.19,4.8866928703810174e-05
6554,638,0,0,1,1,0,50,1,102645.48,1,1,0,168359.98,2,663,16.13,0.5278874164389205
6563,720,0,1,0,1,0,44,3,86102.27,1,1,0,180134.88,2,481,17.31,0.8974101111564574
6568,662,1,0,0,0,1,54,1,187997.15,1,0,0,111442.71,4,857,24.07,1.9592019583654252
6569,724,0,0,1,1,0,54,8,172192.49,1,1,1,136902.01,2,565,27.65,5.443338590568759e-05
6576,794,0,0,1,0,1,55,6,115796.7,1,1,0,160526.36,1,442,18.42,0.15229473223661485
6582,576,0,0,1,0,1,71,6,140273.47,1,1,1,193135.25,4,785,32.85,-3.0216201746122047
6583,525,1,0,0,0,1,60,7,0.0,2,0,1,168034.9,1,895,28.45,-0.00011637719268859201
6590,498,0,0,1,1,0,45,7,109200.74,2,0,1,165990.44,5,662,38.12,-1.6372244322616482e-05
6602,591,0,0,1,0,1,51,8,132508.3,1,1,1,161304.68,5,752,38.52,0.6404289714489068
6613,502,0,1,0,0,1,64,3,139663.37,1,0,1,100995.11,4,691,27.41,5.147501115884743e-05
6618,678,0,0,1,0,1,54,1,123699.28,2,0,1,105221.76,1,664,17.14,2.9603755771415087e-05
6622,646,0,1,0,1,0,50,0,104129.24,2,1,0,181794.86,4,377,19.77,-1.511262986112451
6625,565,0,1,0,1,0,46,7,135369.71,1,0,1,140130.22,1,829,25.79,0.00010038687676812784
6632,613,0,1,0,1,0,44,3,0.0,2,0,1,136491.72,5,462,30.12,4.048882297956955e-05
6636,666,0,1,0,0,1,59,5,0.0,2,1,1,185123.09,2,892,28.42,-0.0001391548760049015
6650,605,1,0,0,1,0,47,7,142643.54,1,1,0,189310.27,3,255,24.05,9.881239956817605e-06
6672,677,0,1,0,0,1,49,3,0.0,2,1,1,187811.71,3,643,25.93,-7.941097251414251e-05
6677,619,1,0,0,1,0,52,8,0.0,2,1,1,123242.11,1,239,23.39,1.1666577255478078e-05
6687,621,1,0,0,1,0,50,3,163085.79,1,0,1,131048.36,5,710,30.6,9.017600651783351e-05
6704,681,0,0,1,1,0,49,8,142946.18,1,0,0,187280.51,4,393,29.93,0.009661372113913973
6705,436,0,0,1,1,0,45,3,104339.11,2,1,1,183540.22,3,304,22.54,-0.9275063936743108
6710,850,0,0,1,0,1,66,0,127120.62,1,0,1,118929.64,1,617,13.17,0.1589786600269267
6714,586,0,1,0,0,1,46,0,0.0,3,0,1,131553.82,1,272,13.72,-0.8585220003201806
6716,808,1,0,0,0,1,67,10,124577.15,1,0,1,169894.4,5,259,36.59,-8.560800275857215e-05
6727,628,1,0,0,1,0,50,8,0.0,1,0,0,144366.83,2,407,24.07,1.3482380379446728
6730,454,0,0,1,0,1,50,10,92895.56,1,1,0,154344.0,3,445,30.45,1.0071082733923507
6737,707,0,1,0,0,1,57,1,92053.0,1,1,1,164064.44,3,828,22.78,-0.2260487860417465
6740,509,0,1,0,1,0,55,8,132387.91,2,1,1,170360.11,1,913,30.130000000000003,-8.818205639376896e-05
6744,555,0,0,1,0,1,51,9,138214.5,1,1,0,198715.27,2,266,24.16,-0.6386778051684551
6768,608,1,0,0,1,0,48,7,75801.74,1,1,0,125762.95,4,964,34.14,0.00011207923829342493
6776,469,0,1,0,0,1,48,5,0.0,1,1,0,160529.71,1,847,20.97,1.0529853514620933
6779,679,0,0,1,0,1,50,6,132598.38,2,1,1,184017.98,2,1000,31.0,-7.93597199601988e-05
6783,585,0,1,0,1,0,55,10,106415.57,3,1,1,122960.98,1,749,33.49,-1.722901972495394
6795,575,0,1,0,0,1,54,9,68332.96,1,1,1,144390.75,5,435,36.85,4.163163757537869e-05
6796,577,1,0,0,1,0,48,6,179852.26,1,1,0,193580.32,2,782,24.82,-3.852267295424828e-06
6799,800,0,1,0,1,0,60,6,88541.57,2,1,1,131718.12,1,577,23.77,-5.4294882750311805e-05
6817,559,0,1,0,1,0,50,5,162702.35,1,0,0,150548.5,3,815,26.65,1.1368803451680483
6818,608,0,1,0,0,1,56,10,129255.2,2,1,0,142492.04,2,281,27.81,-0.9395776159964584
6823,669,0,0,1,1,0,47,0,63723.78,2,1,1,181928.25,1,316,12.16,-5.648539444412224e-05
6828,718,0,1,0,0,1,49,10,0.0,1,1,0,184474.72,2,692,29.92,0.10559423504831941
6832,469,0,0,1,0,1,52,8,139493.25,3,0,0,150093.32,4,642,36.42,-2.264525393927774
6850,716,0,1,0,0,1,44,1,0.0,1,1,1,152108.47,4,453,22.03,9.277846431785201e-05
6861,727,0,0,1,1,0,45,6,114422.85,2,1,1,104678.78,5,346,33.46,1.7688478289616727
6872,636,0,0,1,0,1,48,3,120568.41,1,1,0,190160.04,2,981,22.31,0.039893713602098445
6876,610,0,1,0,0,1,57,7,72092.95,4,0,1,113228.82,2,900,35.5,-3.2273202117499418
6894,578,0,1,0,1,0,50,5,151215.34,2,1,0,169804.4,4,623,29.73,-5.5062084572575176e-05
6896,610,0,0,1,1,0,49,6,113882.33,1,1,0,195813.81,1,441,18.41,-0.2821009833289945
6900,569,0,1,0,1,0,66,2,0.0,1,1,0,130784.2,1,345,11.45,-0.24634101094904878
6903,457,1,0,0,1,0,44,7,0.0,2,0,0,185992.36,4,717,33.67,-4.413085075315757e-05
6907,688,1,0,0,0,1,46,3,0.0,2,0,1,104902.68,2,752,24.02,8.162121918926806e-05
6913,544,0,1,0,1,0,48,10,78314.63,3,1,1,103713.93,5,403,42.03,-0.1640202610525817
6938,589,0,1,0,0,1,50,4,0.0,2,0,1,182076.97,4,441,28.41,-7.604162886254911e-05
6958,686,0,1,0,0,1,44,7,55053.62,1,1,0,181757.19,3,495,26.45,4.209497794286814e-05
6971,696,0,0,1,0,1,66,7,119499.42,2,1,1,174027.3,3,601,31.51,-0.00016522500347498277
6972,554,0,1,0,0,1,44,9,135814.7,2,0,0,115091.38,4,494,34.44,7.7071982077501e-05
6973,595,0,1,0,1,0,52,9,0.0,1,1,1,106340.66,4,479,34.29,2.391019229007121
6975,662,0,1,0,1,0,44,8,0.0,2,1,1,175314.87,2,241,26.41,-2.5878041898878998e-05
6979,571,0,1,0,0,1,47,7,0.0,2,0,0,112366.98,5,489,34.39,6.242724934864772e-05
6997,623,1,0,0,0,1,50,2,87116.71,1,1,1,104382.11,5,970,31.7,0.0001357610610681451
6998,611,0,1,0,1,0,68,5,82547.11,2,1,1,146448.01,3,631,28.81,-0.00013094713958546853
6999,666,1,0,0,0,1,47,5,0.0,1,0,0,166650.9,3,988,28.380000000000003,0.9723819837703519
7009,635,0,0,1,0,1,65,5,117325.54,1,1,0,155799.86,3,958,28.08,-0.972965855917503
7013,850,1,0,0,1,0,44,8,0.0,2,1,1,183617.32,1,783,28.83,-4.0070800016395904e-05
7023,493,0,1,0,1,0,54,3,167831.88,2,1,0,150159.95,5,591,29.41,-0.9443784893918564
7034,651,1,0,0,1,0,45,4,0.0,2,0,0,193009.21,4,344,25.44,-6.25599199175097e-05
7036,558,0,1,0,0,1,56,7,121235.05,2,1,1,116253.1,4,801,36.51,-2.1219494487840994e-06
7069,699,0,0,1,0,1,54,3,111009.32,1,1,1,155905.79,5,241,25.91,0.4389632522322179
7070,759,0,1,0,0,1,46,2,0.0,1,1,1,138380.11,3,291,18.91,0.00010337863075749816
7072,698,1,0,0,0,1,63,5,0.0,1,1,1,173576.71,5,545,31.95,-6.616678398543959e-05
7079,763,0,1,0,1,0,67,1,149436.73,2,0,1,106282.74,3,340,19.9,-5.585196498984504e-05
7089,556,0,1,0,0,1,54,4,150005.38,1,1,0,157015.5,1,785,18.85,0.40102111924046235
7090,635,1,0,0,0,1,48,2,0.0,2,1,1,136551.25,4,514,26.14,1.4651054990910328e-05
7098,754,1,0,0,0,1,50,7,146777.44,2,0,1,150685.52,1,517,24.67,-2.237900435916454e-05
7099,621,0,0,1,1,0,51,4,109978.83,1,0,0,177740.58,3,387,20.87,0.07846854607723278
7106,576,1,0,0,1,0,45,5,133618.01,1,0,0,135244.87,3,291,21.41,0.00011517221860771594
7133,707,1,0,0,1,0,48,8,88441.64,1,1,1,119903.2,2,244,24.44,2.4420477600291064
7136,681,1,0,0,0,1,57,2,173306.13,1,0,1,131964.66,3,870,24.7,4.357161652815337e-05
7137,826,0,1,0,0,1,49,0,0.0,1,0,0,178709.98,4,980,23.8,0.3026966597745042
7139,430,0,0,1,0,1,66,6,135392.31,2,1,1,172852.06,1,886,26.86,-3.2644826230148762
7140,806,0,1,0,0,1,67,1,0.0,2,0,1,103945.58,3,918,25.68,-5.1856668834862385e-05
7143,612,1,0,0,0,1,63,2,131629.17,2,1,0,122109.58,4,642,25.42,-1.1434853803556904
7144,719,0,1,0,0,1,54,7,0.0,2,1,1,125041.52,4,619,34.69,-4.277455151533721e-06
7145,554,0,0,1,0,1,55,0,108477.27,1,0,1,140003.0,3,641,19.41,0.8540096438420636
7153,529,0,1,0,1,0,46,8,0.0,1,0,0,126511.94,3,508,28.08,2.4734610047374272
7164,850,0,1,0,0,1,46,3,0.0,2,1,1,187980.21,1,318,16.68,-6.039701498145887e-05
7183,692,0,0,1,1,0,49,6,110540.43,2,0,1,107472.99,1,891,26.91,5.7925358379860475e-05
7187,653,0,1,0,1,0,44,8,0.0,2,1,1,154639.72,3,382,30.82,9.46542936482978e-06
7191,597,0,0,1,1,0,52,8,83693.34,2,1,1,161083.53,3,603,33.03,-5.302205331542153e-05
7193,709,0,1,0,1,0,44,9,128601.98,1,1,0,117031.2,4,223,29.73,0.00015274187373709948
7207,753,0,0,1,0,1,47,1,131160.85,1,1,0,197444.69,3,482,17.32,-4.024276545695721e-06
7214,484,0,0,1,0,1,55,8,149349.58,3,0,0,137519.92,5,760,40.6,-2.220687193588288
7229,539,0,1,0,0,1,47,2,127286.04,2,1,1,166929.43,1,551,17.509999999999998,-0.6169392008897806
7239,697,1,0,0,1,0,62,7,0.0,1,1,0,129188.18,4,547,29.97,0.3229743693250039
7244,634,0,1,0,1,0,77,5,0.0,2,1,1,161579.85,5,398,32.48,-0.00021472051724785244
7258,747,0,1,0,0,1,47,5,139914.6,4,0,1,129964.56,5,230,34.8,-2.5126679638017464
7273,653,0,1,0,0,1,74,0,121276.32,1,1,1,160348.31,3,582,18.82,-0.0001143272900856494
7281,804,0,1,0,1,0,55,7,0.0,2,1,1,118752.6,5,914,40.64,3.92405098357751e-08
7282,629,0,1,0,1,0,59,9,113657.83,1,1,1,116848.79,2,968,33.18,1.1309302335390368
7301,669,0,0,1,1,0,45,1,123949.75,1,0,0,110881.56,2,298,12.48,0.0001568204749383268
7309,663,1,0,0,0,1,53,6,150200.23,1,0,1,151317.27,3,654,28.54,0.7245359495693028
7329,850,0,0,1,1,0,56,1,169743.83,1,0,0,155850.4,1,757,14.07,0.18348419101190439
7339,708,0,0,1,0,1,54,8,145151.4,1,0,1,125311.17,4,863,36.63,1.4850249628342984
7359,600,0,1,0,0,1,49,6,0.0,1,0,1,148087.88,3,269,24.69,1.3496979400070406
7393,596,1,0,0,1,0,67,6,0.0,2,1,1,138350.74,3,727,31.27,-0.00011067112888875813
7397,603,1,0,0,0,1,56,5,90778.76,2,1,0,162223.67,4,975,33.25,-1.6142224597881882
7398,572,0,0,1,1,0,47,4,99353.42,1,1,0,196549.85,5,276,25.76,-0.04989404980045476
7404,796,1,0,0,1,0,56,6,94231.13,1,0,0,121164.6,2,667,23.67,1.3694275784964236
7407,489,1,0,0,1,0,58,4,0.0,2,1,1,191419.32,4,486,28.86,-0.0001434840678646027
7436,610,1,0,0,0,1,50,5,130554.51,3,1,0,184758.17,2,821,27.71,-3.192379576611593
7441,622,1,0,0,0,1,47,6,142319.03,1,0,0,100183.05,4,578,28.78,0.0001622412150420891
7455,732,0,1,0,1,0,46,0,0.0,2,1,1,184350.78,3,461,19.61,-5.4192626867774444e-05
7471,850,0,0,1,0,1,47,4,99219.47,2,1,1,122141.13,1,630,21.3,4.5718669742106566e-05
7472,658,0,0,1,0,1,55,8,119327.93,1,0,1,119439.66,5,397,34.97,7.785068311635962e-05
7475,704,0,1,0,1,0,50,4,165438.26,1,1,0,120770.75,4,705,27.05,2.1550124253468868
7477,759,0,1,0,1,0,44,2,111095.58,2,1,0,100137.7,4,784,26.84,0.00010263479344122495
7478,677,0,1,0,0,1,56,0,119963.45,1,0,0,158325.87,2,522,13.22,0.09884531062234142
7484,616,0,1,0,1,0,44,5,102016.38,1,0,1,178235.37,4,830,31.8,0.9623563232651802
7487,814,0,1,0,1,0,49,8,0.0,2,0,0,157822.54,3,539,30.39,-2.814549835228748e-05
7500,609,0,0,1,0,1,71,6,113317.1,1,1,0,108258.22,1,877,22.77,-0.11958670622383853
7501,694,0,1,0,1,0,47,4,0.0,2,1,0,197528.62,2,782,23.82,-8.315370054096918e-05
7502,681,0,1,0,0,1,58,8,93173.88,1,1,1,139761.25,2,797,29.97,2.3809608145311225e-05
7504,563,0,0,1,1,0,44,7,105007.31,2,1,1,197812.16,4,481,33.31,-6.433640000638116e-05
7507,674,0,0,1,0,1,44,4,131593.85,1,0,1,171345.02,2,558,21.58,1.1979445184330575
7508,576,0,0,1,1,0,44,9,119530.52,1,1,0,119056.68,4,802,35.52,2.9857369598800565
7509,566,0,0,1,1,0,54,4,118614.6,2,1,1,172601.62,3,572,26.72,-8.557984123575154e-05
7513,641,0,1,0,1,0,50,6,153590.73,2,1,1,130910.78,4,656,33.56,1.1425246392937012e-05
7518,586,0,1,0,1,0,58,7,151933.63,1,1,0,162960.05,4,894,33.44,-0.31697500066704326
7524,814,1,0,0,0,1,72,2,0.0,2,0,1,130853.03,1,836,20.36,-0.00013002405097417842
7531,711,0,0,1,0,1,52,8,145262.54,1,0,1,131473.31,1,282,21.82,7.6581567101108e-05
7549,584,0,0,1,0,1,62,9,137727.34,2,0,1,121102.9,5,581,40.31,-4.901652409101563e-05
7550,705,0,0,1,0,1,44,10,106731.58,1,1,0,137419.87,4,531,34.31,2.357880495458827
7561,512,0,1,0,1,0,51,6,144953.31,1,1,1,165035.17,2,339,22.39,2.564270080654576e-05
7568,629,0,1,0,1,0,44,5,0.0,4,0,0,117572.59,2,296,24.46,-1.702914334989118
7599,430,0,1,0,0,1,60,7,73937.02,1,1,0,161937.62,4,578,30.28,-0.5393899638001568
7600,537,0,1,0,0,1,45,7,158621.04,1,1,0,120892.96,4,819,32.69,2.7942661955752324
7605,691,0,1,0,0,1,60,6,101070.69,1,1,0,177355.8,5,253,28.53,-1.0665534894517508
7623,794,0,1,0,1,0,46,6,0.0,2,1,0,195325.74,4,838,33.38,-7.295395064923929e-05
7625,728,0,1,0,0,1,69,1,0.0,2,1,1,131804.86,4,341,22.91,-0.000112349169643844
7630,723,0,0,1,0,1,68,3,110357.0,1,0,0,141977.54,1,761,17.11,-0.8864257886613781
7634,661,0,0,1,0,1,47,0,109493.62,1,0,0,188324.01,4,761,21.61,0.23135593014827502
7637,517,0,0,1,0,1,59,8,154110.99,2,1,0,101240.08,1,872,27.72,0.08481022121396783
7663,809,0,0,1,1,0,50,10,118098.62,1,1,1,100720.02,4,833,39.33,2.84056762827539
7694,770,0,0,1,0,1,46,5,141788.63,2,0,0,164967.21,5,791,34.41,-2.105706803105075e-05
7696,723,0,0,1,0,1,47,10,90450.0,2,0,0,103379.31,5,244,36.44,1.555905150050596
7710,598,1,0,0,0,1,64,1,62979.93,1,1,1,152273.57,5,291,23.41,-3.61837858732051e-05
7716,517,0,1,0,1,0,62,1,43772.66,3,1,0,187756.24,1,590,16.4,-4.839124107433015
7718,692,1,0,0,1,0,46,2,0.0,2,1,1,105983.09,1,345,15.45,7.977429475157239e-05
7720,666,0,0,1,1,0,71,1,53013.29,2,1,1,112222.64,1,419,14.69,-9.174202706657498e-05
7725,842,0,1,0,1,0,44,3,141252.18,4,0,1,128521.16,5,741,36.91,-2.0772572705394414
7734,694,0,0,1,0,1,58,1,143212.22,1,0,0,102628.56,4,323,18.73,1.7458210606199505
7742,441,0,1,0,1,0,60,1,140614.15,1,0,1,174381.23,4,227,19.77,-4.8240081180926936e-05
7760,549,0,0,1,0,1,55,1,137592.31,2,0,1,116548.02,4,319,22.69,0.07616172046746328
7765,685,0,0,1,0,1,44,2,119657.53,1,1,0,145387.05,4,646,23.46,2.0854743685164214
7766,683,0,0,1,0,1,49,7,108797.63,2,0,0,140763.18,3,820,31.7,1.0169019174693816e-06
7768,561,0,0,1,0,1,49,1,102025.32,1,1,0,133051.64,1,994,16.439999999999998,1.8638025419084017
7788,627,0,1,0,0,1,57,9,0.0,2,1,1,107712.42,2,333,28.83,6.044053949301665e-06
7789,551,1,0,0,1,0,76,2,128410.71,2,1,1,181718.73,1,716,19.16,-0.00024271325217682175
7796,458,0,0,1,1,0,44,7,84386.57,1,1,0,178642.73,5,466,32.16,4.7419042218676066e-05
7801,698,0,0,1,0,1,52,1,107906.75,1,1,0,168886.39,4,866,24.16,0.2525160112957764
7802,678,0,1,0,1,0,54,7,128914.97,1,0,0,191746.23,2,323,21.73,-0.7864584714280602
7809,603,0,0,1,0,1,55,7,127723.25,2,1,0,139469.11,4,301,29.51,-0.7075340604987399
7818,677,0,1,0,1,0,58,9,0.0,1,0,1,168650.4,5,817,40.67,-2.5575418945567075e-05
7823,581,0,0,1,1,0,50,2,143829.2,2,1,0,181224.24,5,805,30.05,-1.4917528979563057
7833,573,1,0,0,1,0,46,3,65269.23,1,0,1,189988.65,4,521,25.71,0.3031266176460971
7838,850,1,0,0,1,0,48,2,0.0,1,1,0,169425.3,1,761,15.61,0.7488359260985896
7842,706,0,0,1,0,1,46,7,111288.18,1,1,1,149170.25,2,862,29.12,1.698749943840047
7856,666,0,0,1,0,1,59,8,152614.51,2,1,1,188782.3,1,656,27.56,-0.00014541017202369098
7868,640,1,0,0,0,1,46,3,0.0,1,1,1,156260.08,1,777,19.27,7.281342538336666e-05
7873,639,0,0,1,0,1,46,10,110031.09,2,1,1,133995.59,5,661,42.61,3.188787125405762e-05
7877,623,0,1,0,1,0,45,0,0.0,1,1,0,196533.72,2,679,14.79,0.20803035421353544
7890,600,0,0,1,1,0,57,9,138456.03,2,1,1,103548.25,3,956,38.06,1.3162562048744631e-05
7892,678,0,0,1,1,0,48,2,101099.9,2,0,1,193476.04,1,788,19.88,-8.265995264664769e-05
7916,695,1,0,0,1,0,56,1,0.0,3,1,0,187734.49,2,231,15.81,-4.066261744552448
7925,833,0,1,0,1,0,47,2,0.0,2,1,1,182247.77,5,418,28.18,-5.703160310225435e-05
7927,567,1,0,0,0,1,54,5,92316.31,2,1,0,158590.66,1,916,23.66,-1.2326331865964648
7932,807,0,1,0,1,0,47,1,95120.59,1,0,0,127875.1,3,468,17.18,0.00011490259000632455
7934,782,0,1,0,0,1,70,7,97072.42,1,0,1,131177.22,3,714,30.64,-3.872429261610446e-05
7950,530,0,1,0,1,0,52,1,106723.28,1,0,0,109960.4,3,284,15.34,2.267256573470469
7970,637,0,0,1,1,0,49,2,108204.52,1,1,0,169037.84,3,675,20.75,0.6333971330466944
7985,464,0,1,0,1,0,46,6,161798.53,1,1,0,182944.47,5,343,29.43,2.7197361115170356e-05
7987,667,1,0,0,1,0,45,3,0.0,2,0,0,163655.01,1,814,19.64,-1.2379905544256797e-05
